sample_id,dataset_name,source_id,json_path,video_base,video_path,view,start_sec,end_sec,label,korean_text,category,realm,thema,detailThema,video_exists
nikl_VXPAKOKS240784020_014,nikl,VXPAKOKS240784020,data\raw\labels\VXPAKOKS240784020.json,VXPAKOKS240784020,data\raw\videos\VXPAKOKS240784020R.mp4,right,11.492,11.69,생각2,나는 일단은 전기 매트를 깔아서 두꺼운 이불을 쓰는 게 이번 겨울 나는 데 좋을 거 같다고 생각을 해.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784030_000,nikl,VXPAKOKS240784030,data\raw\labels\VXPAKOKS240784030.json,VXPAKOKS240784030,data\raw\videos\VXPAKOKS240784030R.mp4,right,2.1,2.216,지시2,나도 아파트를 살 때 나는 1층하고 15층에서 살아 봤거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784030_001,nikl,VXPAKOKS240784030,data\raw\labels\VXPAKOKS240784030.json,VXPAKOKS240784030,data\raw\videos\VXPAKOKS240784030R.mp4,right,2.386,2.49,너나같다1,나도 아파트를 살 때 나는 1층하고 15층에서 살아 봤거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784030_004,nikl,VXPAKOKS240784030,data\raw\labels\VXPAKOKS240784030.json,VXPAKOKS240784030,data\raw\videos\VXPAKOKS240784030R.mp4,right,3.521,3.912,때1,나도 아파트를 살 때 나는 1층하고 15층에서 살아 봤거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784030_005,nikl,VXPAKOKS240784030,data\raw\labels\VXPAKOKS240784030.json,VXPAKOKS240784030,data\raw\videos\VXPAKOKS240784030R.mp4,right,4.14,4.599,지시1,나도 아파트를 살 때 나는 1층하고 15층에서 살아 봤거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784030_009,nikl,VXPAKOKS240784030,data\raw\labels\VXPAKOKS240784030.json,VXPAKOKS240784030,data\raw\videos\VXPAKOKS240784030R.mp4,right,6.598,6.845,한적있다1,나도 아파트를 살 때 나는 1층하고 15층에서 살아 봤거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784040_000,nikl,VXPAKOKS240784040,data\raw\labels\VXPAKOKS240784040.json,VXPAKOKS240784040,data\raw\videos\VXPAKOKS240784040R.mp4,right,1.815,1.919,지시1,내가 어떤 일을 하고 어떤 회사에서 누구랑 일하는지 그게 좀 중요한 거 같더라.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784040_001,nikl,VXPAKOKS240784040,data\raw\labels\VXPAKOKS240784040.json,VXPAKOKS240784040,data\raw\videos\VXPAKOKS240784040R.mp4,right,2.21,2.429,일하다1,내가 어떤 일을 하고 어떤 회사에서 누구랑 일하는지 그게 좀 중요한 거 같더라.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784040_004,nikl,VXPAKOKS240784040,data\raw\labels\VXPAKOKS240784040.json,VXPAKOKS240784040,data\raw\videos\VXPAKOKS240784040R.mp4,right,4.333,4.561,무엇1,내가 어떤 일을 하고 어떤 회사에서 누구랑 일하는지 그게 좀 중요한 거 같더라.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784040_007,nikl,VXPAKOKS240784040,data\raw\labels\VXPAKOKS240784040.json,VXPAKOKS240784040,data\raw\videos\VXPAKOKS240784040R.mp4,right,5.729,6.187,일하다1,내가 어떤 일을 하고 어떤 회사에서 누구랑 일하는지 그게 좀 중요한 거 같더라.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784040_008,nikl,VXPAKOKS240784040,data\raw\labels\VXPAKOKS240784040.json,VXPAKOKS240784040,data\raw\videos\VXPAKOKS240784040R.mp4,right,6.375,6.619,지시1#,내가 어떤 일을 하고 어떤 회사에서 누구랑 일하는지 그게 좀 중요한 거 같더라.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784040_010,nikl,VXPAKOKS240784040,data\raw\labels\VXPAKOKS240784040.json,VXPAKOKS240784040,data\raw\videos\VXPAKOKS240784040R.mp4,right,8.226,8.421,느끼다1,내가 어떤 일을 하고 어떤 회사에서 누구랑 일하는지 그게 좀 중요한 거 같더라.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784050_003,nikl,VXPAKOKS240784050,data\raw\labels\VXPAKOKS240784050.json,VXPAKOKS240784050,data\raw\videos\VXPAKOKS240784050R.mp4,right,3.074,3.203,생각2,공무원은 어떻게 생각해?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784050_004,nikl,VXPAKOKS240784050,data\raw\labels\VXPAKOKS240784050.json,VXPAKOKS240784050,data\raw\videos\VXPAKOKS240784050R.mp4,right,3.451,3.637,무엇1,공무원은 어떻게 생각해?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784060_000,nikl,VXPAKOKS240784060,data\raw\labels\VXPAKOKS240784060.json,VXPAKOKS240784060,data\raw\videos\VXPAKOKS240784060R.mp4,right,1.825,1.96,지시2,내 주위에 친한 친구들 2명이 공무원으로 지금 일을 하고 있는데 이야기를 들어 보면 확실히 사기업보다는 분위기가 많이 좀 더 수직적이고 보수적인 거 같다는 생각을 해.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784060_007,nikl,VXPAKOKS240784060,data\raw\labels\VXPAKOKS240784060.json,VXPAKOKS240784060,data\raw\videos\VXPAKOKS240784060R.mp4,right,5.776,6.113,일하다1,내 주위에 친한 친구들 2명이 공무원으로 지금 일을 하고 있는데 이야기를 들어 보면 확실히 사기업보다는 분위기가 많이 좀 더 수직적이고 보수적인 거 같다는 생각을 해.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784060_020,nikl,VXPAKOKS240784060,data\raw\labels\VXPAKOKS240784060.json,VXPAKOKS240784060,data\raw\videos\VXPAKOKS240784060R.mp4,right,17.295,17.917,느끼다1,내 주위에 친한 친구들 2명이 공무원으로 지금 일을 하고 있는데 이야기를 들어 보면 확실히 사기업보다는 분위기가 많이 좀 더 수직적이고 보수적인 거 같다는 생각을 해.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784070_005,nikl,VXPAKOKS240784070,data\raw\labels\VXPAKOKS240784070.json,VXPAKOKS240784070,data\raw\videos\VXPAKOKS240784070R.mp4,right,5.351,5.507,지시2,공무원을 하라고 한다고 해도 내 성향과는 맞지는 않을 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784070_008,nikl,VXPAKOKS240784070,data\raw\labels\VXPAKOKS240784070.json,VXPAKOKS240784070,data\raw\videos\VXPAKOKS240784070R.mp4,right,7.367,7.656,느끼다1,공무원을 하라고 한다고 해도 내 성향과는 맞지는 않을 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784080_002,nikl,VXPAKOKS240784080,data\raw\labels\VXPAKOKS240784080.json,VXPAKOKS240784080,data\raw\videos\VXPAKOKS240784080R.mp4,right,3.999,4.378,원하다1,공무원 할래 아니면 사기업의 사원 할래 하면은 사원을 선택할 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784080_005,nikl,VXPAKOKS240784080,data\raw\labels\VXPAKOKS240784080.json,VXPAKOKS240784080,data\raw\videos\VXPAKOKS240784080R.mp4,right,5.789,5.89,일하다1,공무원 할래 아니면 사기업의 사원 할래 하면은 사원을 선택할 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784080_007,nikl,VXPAKOKS240784080,data\raw\labels\VXPAKOKS240784080.json,VXPAKOKS240784080,data\raw\videos\VXPAKOKS240784080R.mp4,right,6.433,6.762,원하다1,공무원 할래 아니면 사기업의 사원 할래 하면은 사원을 선택할 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784080_010,nikl,VXPAKOKS240784080,data\raw\labels\VXPAKOKS240784080.json,VXPAKOKS240784080,data\raw\videos\VXPAKOKS240784080R.mp4,right,7.959,8.318,지시1,공무원 할래 아니면 사기업의 사원 할래 하면은 사원을 선택할 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784080_012,nikl,VXPAKOKS240784080,data\raw\labels\VXPAKOKS240784080.json,VXPAKOKS240784080,data\raw\videos\VXPAKOKS240784080R.mp4,right,9.019,9.188,일하다1,공무원 할래 아니면 사기업의 사원 할래 하면은 사원을 선택할 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784080_014,nikl,VXPAKOKS240784080,data\raw\labels\VXPAKOKS240784080.json,VXPAKOKS240784080,data\raw\videos\VXPAKOKS240784080R.mp4,right,9.896,9.996,원하다1,공무원 할래 아니면 사기업의 사원 할래 하면은 사원을 선택할 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784090_000,nikl,VXPAKOKS240784090,data\raw\labels\VXPAKOKS240784090.json,VXPAKOKS240784090,data\raw\videos\VXPAKOKS240784090R.mp4,right,1.995,2.122,지시2,내 주변만 하더라도 대학교를 졸업하기도 전에 취직을 해서 한곳에 근무를 한 친구는 과장이 되고 높은 직급에 있는 친구들도 꽤 많거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784090_011,nikl,VXPAKOKS240784090,data\raw\labels\VXPAKOKS240784090.json,VXPAKOKS240784090,data\raw\videos\VXPAKOKS240784090R.mp4,right,8.406,8.779,일하다1,내 주변만 하더라도 대학교를 졸업하기도 전에 취직을 해서 한곳에 근무를 한 친구는 과장이 되고 높은 직급에 있는 친구들도 꽤 많거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784090_019,nikl,VXPAKOKS240784090,data\raw\labels\VXPAKOKS240784090.json,VXPAKOKS240784090,data\raw\videos\VXPAKOKS240784090R.mp4,right,13.237,13.47,지시1#,내 주변만 하더라도 대학교를 졸업하기도 전에 취직을 해서 한곳에 근무를 한 친구는 과장이 되고 높은 직급에 있는 친구들도 꽤 많거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784090_020,nikl,VXPAKOKS240784090,data\raw\labels\VXPAKOKS240784090.json,VXPAKOKS240784090,data\raw\videos\VXPAKOKS240784090R.mp4,right,13.656,13.901,많다1,내 주변만 하더라도 대학교를 졸업하기도 전에 취직을 해서 한곳에 근무를 한 친구는 과장이 되고 높은 직급에 있는 친구들도 꽤 많거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784100_001,nikl,VXPAKOKS240784100,data\raw\labels\VXPAKOKS240784100.json,VXPAKOKS240784100,data\raw\videos\VXPAKOKS240784100R.mp4,right,2.3,2.658,곳1,군대는 다른 지역에 다른 삶을 살던 다양한 나이대 사람들이 한곳에 모이는 거니까 좀 더 다양한 사람들을 만날 수 있는 기회가 된다고 생각을 하거든,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784100_014,nikl,VXPAKOKS240784100,data\raw\labels\VXPAKOKS240784100.json,VXPAKOKS240784100,data\raw\videos\VXPAKOKS240784100R.mp4,right,11.685,11.819,지시1#,군대는 다른 지역에 다른 삶을 살던 다양한 나이대 사람들이 한곳에 모이는 거니까 좀 더 다양한 사람들을 만날 수 있는 기회가 된다고 생각을 하거든,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784100_015,nikl,VXPAKOKS240784100,data\raw\labels\VXPAKOKS240784100.json,VXPAKOKS240784100,data\raw\videos\VXPAKOKS240784100R.mp4,right,11.994,12.128,지시1,군대는 다른 지역에 다른 삶을 살던 다양한 나이대 사람들이 한곳에 모이는 거니까 좀 더 다양한 사람들을 만날 수 있는 기회가 된다고 생각을 하거든,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784100_016,nikl,VXPAKOKS240784100,data\raw\labels\VXPAKOKS240784100.json,VXPAKOKS240784100,data\raw\videos\VXPAKOKS240784100R.mp4,right,12.364,12.533,생각2,군대는 다른 지역에 다른 삶을 살던 다양한 나이대 사람들이 한곳에 모이는 거니까 좀 더 다양한 사람들을 만날 수 있는 기회가 된다고 생각을 하거든,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784110_000,nikl,VXPAKOKS240784110,data\raw\labels\VXPAKOKS240784110.json,VXPAKOKS240784110,data\raw\videos\VXPAKOKS240784110R.mp4,right,1.954,2.098,지시2,우리 아파트가 지금 원래 13억 5000 정도 했었었는데 9억 5000에 거래된 게 있다고 하더라고. 너 혹시 알고 있었냐?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784110_006,nikl,VXPAKOKS240784110,data\raw\labels\VXPAKOKS240784110.json,VXPAKOKS240784110,data\raw\videos\VXPAKOKS240784110R.mp4,right,7.204,7.525,오늘1,우리 아파트가 지금 원래 13억 5000 정도 했었었는데 9억 5000에 거래된 게 있다고 하더라고. 너 혹시 알고 있었냐?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784110_011,nikl,VXPAKOKS240784110,data\raw\labels\VXPAKOKS240784110.json,VXPAKOKS240784110,data\raw\videos\VXPAKOKS240784110R.mp4,right,11.307,11.546,지시1#,우리 아파트가 지금 원래 13억 5000 정도 했었었는데 9억 5000에 거래된 게 있다고 하더라고. 너 혹시 알고 있었냐?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784120_000,nikl,VXPAKOKS240784120,data\raw\labels\VXPAKOKS240784120.json,VXPAKOKS240784120,data\raw\videos\VXPAKOKS240784120R.mp4,right,2.673,2.864,지시2,우리 세탁기도 바꿔도 된다.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784120_001,nikl,VXPAKOKS240784120,data\raw\labels\VXPAKOKS240784120.json,VXPAKOKS240784120,data\raw\videos\VXPAKOKS240784120R.mp4,right,3.107,3.314,집1,우리 세탁기도 바꿔도 된다.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784140_002,nikl,VXPAKOKS240784140,data\raw\labels\VXPAKOKS240784140.json,VXPAKOKS240784140,data\raw\videos\VXPAKOKS240784140R.mp4,right,3.402,3.633,원하다1,옷을 줄이려면 어떻게 해야 되지?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784150_000,nikl,VXPAKOKS240784150,data\raw\labels\VXPAKOKS240784150.json,VXPAKOKS240784150,data\raw\videos\VXPAKOKS240784150R.mp4,right,1.469,1.588,지시2,나도 어릴 때부터 갖고 있던 옷이 있지만 너도 옷이 많잖아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784150_001,nikl,VXPAKOKS240784150,data\raw\labels\VXPAKOKS240784150.json,VXPAKOKS240784150,data\raw\videos\VXPAKOKS240784150R.mp4,right,1.753,1.977,너나같다1,나도 어릴 때부터 갖고 있던 옷이 있지만 너도 옷이 많잖아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784150_003,nikl,VXPAKOKS240784150,data\raw\labels\VXPAKOKS240784150.json,VXPAKOKS240784150,data\raw\videos\VXPAKOKS240784150R.mp4,right,2.748,2.933,때1,나도 어릴 때부터 갖고 있던 옷이 있지만 너도 옷이 많잖아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784150_006,nikl,VXPAKOKS240784150,data\raw\labels\VXPAKOKS240784150.json,VXPAKOKS240784150,data\raw\videos\VXPAKOKS240784150R.mp4,right,4.508,4.66,있다1,나도 어릴 때부터 갖고 있던 옷이 있지만 너도 옷이 많잖아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784150_007,nikl,VXPAKOKS240784150,data\raw\labels\VXPAKOKS240784150.json,VXPAKOKS240784150,data\raw\videos\VXPAKOKS240784150R.mp4,right,4.831,5.187,맞다2,나도 어릴 때부터 갖고 있던 옷이 있지만 너도 옷이 많잖아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784150_008,nikl,VXPAKOKS240784150,data\raw\labels\VXPAKOKS240784150.json,VXPAKOKS240784150,data\raw\videos\VXPAKOKS240784150R.mp4,right,5.416,5.581,지시1#,나도 어릴 때부터 갖고 있던 옷이 있지만 너도 옷이 많잖아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784150_010,nikl,VXPAKOKS240784150,data\raw\labels\VXPAKOKS240784150.json,VXPAKOKS240784150,data\raw\videos\VXPAKOKS240784150R.mp4,right,6.102,6.445,많다1,나도 어릴 때부터 갖고 있던 옷이 있지만 너도 옷이 많잖아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784160_000,nikl,VXPAKOKS240784160,data\raw\labels\VXPAKOKS240784160.json,VXPAKOKS240784160,data\raw\videos\VXPAKOKS240784160R.mp4,right,3.544,3.943,오늘1,청소업체도 요번에는 부를 거야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784170_001,nikl,VXPAKOKS240784170,data\raw\labels\VXPAKOKS240784170.json,VXPAKOKS240784170,data\raw\videos\VXPAKOKS240784170R.mp4,right,2.383,2.503,지시2,얼마 전에 우리 남편은 인터넷으로 뭘 시켰어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784170_004,nikl,VXPAKOKS240784170,data\raw\labels\VXPAKOKS240784170.json,VXPAKOKS240784170,data\raw\videos\VXPAKOKS240784170R.mp4,right,3.926,4.086,무엇1,얼마 전에 우리 남편은 인터넷으로 뭘 시켰어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784180_001,nikl,VXPAKOKS240784180,data\raw\labels\VXPAKOKS240784180.json,VXPAKOKS240784180,data\raw\videos\VXPAKOKS240784180R.mp4,right,2.124,2.549,방문2,마트에 가서 어떤 걸 살지 지금 고민 중에 있는 거야.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784180_002,nikl,VXPAKOKS240784180,data\raw\labels\VXPAKOKS240784180.json,VXPAKOKS240784180,data\raw\videos\VXPAKOKS240784180R.mp4,right,2.743,2.926,무엇1,마트에 가서 어떤 걸 살지 지금 고민 중에 있는 거야.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784180_005,nikl,VXPAKOKS240784180,data\raw\labels\VXPAKOKS240784180.json,VXPAKOKS240784180,data\raw\videos\VXPAKOKS240784180R.mp4,right,4.123,4.218,오늘1,마트에 가서 어떤 걸 살지 지금 고민 중에 있는 거야.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784190_006,nikl,VXPAKOKS240784190,data\raw\labels\VXPAKOKS240784190.json,VXPAKOKS240784190,data\raw\videos\VXPAKOKS240784190R.mp4,right,7.846,8.009,지시1,어떻게 1년 동안 운동을 다니는지 정말 궁금하네?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784200_006,nikl,VXPAKOKS240784200,data\raw\labels\VXPAKOKS240784200.json,VXPAKOKS240784200,data\raw\videos\VXPAKOKS240784200R.mp4,right,5.345,5.546,한적있다1,어제도 풋살을 하고 왔어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784210_000,nikl,VXPAKOKS240784210,data\raw\labels\VXPAKOKS240784210.json,VXPAKOKS240784210,data\raw\videos\VXPAKOKS240784210R.mp4,right,1.74,2.038,지시1,근력운동보다는 나는 그냥 걷고 뛰고 이런 게 더 맞는 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784210_008,nikl,VXPAKOKS240784210,data\raw\labels\VXPAKOKS240784210.json,VXPAKOKS240784210,data\raw\videos\VXPAKOKS240784210R.mp4,right,7.15,7.38,느끼다1,근력운동보다는 나는 그냥 걷고 뛰고 이런 게 더 맞는 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784220_008,nikl,VXPAKOKS240784220,data\raw\labels\VXPAKOKS240784220.json,VXPAKOKS240784220,data\raw\videos\VXPAKOKS240784220R.mp4,right,7.518,8.141,지시1#,풋살보다 재미있는 운동은 없는 것 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784220_009,nikl,VXPAKOKS240784220,data\raw\labels\VXPAKOKS240784220.json,VXPAKOKS240784220,data\raw\videos\VXPAKOKS240784220R.mp4,right,8.55,8.786,없다1,풋살보다 재미있는 운동은 없는 것 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784220_010,nikl,VXPAKOKS240784220,data\raw\labels\VXPAKOKS240784220.json,VXPAKOKS240784220,data\raw\videos\VXPAKOKS240784220R.mp4,right,8.946,9.2,느끼다1,풋살보다 재미있는 운동은 없는 것 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784230_000,nikl,VXPAKOKS240784230,data\raw\labels\VXPAKOKS240784230.json,VXPAKOKS240784230,data\raw\videos\VXPAKOKS240784230R.mp4,right,1.673,1.82,지시1,나한테 탁구를 배워 볼 의향이 있니?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784230_002,nikl,VXPAKOKS240784230,data\raw\labels\VXPAKOKS240784230.json,VXPAKOKS240784230,data\raw\videos\VXPAKOKS240784230R.mp4,right,2.881,3.068,지시1#,나한테 탁구를 배워 볼 의향이 있니?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784230_005,nikl,VXPAKOKS240784230,data\raw\labels\VXPAKOKS240784230.json,VXPAKOKS240784230,data\raw\videos\VXPAKOKS240784230R.mp4,right,4.278,4.516,원하다1,나한테 탁구를 배워 볼 의향이 있니?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784230_006,nikl,VXPAKOKS240784230,data\raw\labels\VXPAKOKS240784230.json,VXPAKOKS240784230,data\raw\videos\VXPAKOKS240784230R.mp4,right,4.722,4.921,생각2,나한테 탁구를 배워 볼 의향이 있니?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784230_007,nikl,VXPAKOKS240784230,data\raw\labels\VXPAKOKS240784230.json,VXPAKOKS240784230,data\raw\videos\VXPAKOKS240784230R.mp4,right,5.103,5.301,있다1,나한테 탁구를 배워 볼 의향이 있니?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784240_000,nikl,VXPAKOKS240784240,data\raw\labels\VXPAKOKS240784240.json,VXPAKOKS240784240,data\raw\videos\VXPAKOKS240784240R.mp4,right,3.032,3.182,지시1#,그 야구장 직관 가서 꼭 치어리더를 내 눈앞에서 봤으면 좋겠어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784240_002,nikl,VXPAKOKS240784240,data\raw\labels\VXPAKOKS240784240.json,VXPAKOKS240784240,data\raw\videos\VXPAKOKS240784240R.mp4,right,3.718,3.852,곳1,그 야구장 직관 가서 꼭 치어리더를 내 눈앞에서 봤으면 좋겠어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784240_004,nikl,VXPAKOKS240784240,data\raw\labels\VXPAKOKS240784240.json,VXPAKOKS240784240,data\raw\videos\VXPAKOKS240784240R.mp4,right,4.705,4.898,방문2,그 야구장 직관 가서 꼭 치어리더를 내 눈앞에서 봤으면 좋겠어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784240_007,nikl,VXPAKOKS240784240,data\raw\labels\VXPAKOKS240784240.json,VXPAKOKS240784240,data\raw\videos\VXPAKOKS240784240R.mp4,right,7.09,7.176,지시1,그 야구장 직관 가서 꼭 치어리더를 내 눈앞에서 봤으면 좋겠어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784250_000,nikl,VXPAKOKS240784250,data\raw\labels\VXPAKOKS240784250.json,VXPAKOKS240784250,data\raw\videos\VXPAKOKS240784250R.mp4,right,1.588,1.767,지시1#,여기 전주에서도 축구장도 있고 농구장도 있고 사실 생각보다 많이 즐길 수 있는 게 많잖아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784250_003,nikl,VXPAKOKS240784250,data\raw\labels\VXPAKOKS240784250.json,VXPAKOKS240784250,data\raw\videos\VXPAKOKS240784250R.mp4,right,3.624,3.829,곳1,여기 전주에서도 축구장도 있고 농구장도 있고 사실 생각보다 많이 즐길 수 있는 게 많잖아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784250_004,nikl,VXPAKOKS240784250,data\raw\labels\VXPAKOKS240784250.json,VXPAKOKS240784250,data\raw\videos\VXPAKOKS240784250R.mp4,right,4.032,4.272,있다1,여기 전주에서도 축구장도 있고 농구장도 있고 사실 생각보다 많이 즐길 수 있는 게 많잖아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240784250_006,nikl,VXPAKOKS240784250,data\raw\labels\VXPAKOKS240784250.json,VXPAKOKS240784250,data\raw\videos\VXPAKOKS240784250R.mp4,right,5.287,5.597,있다1,여기 전주에서도 축구장도 있고 농구장도 있고 사실 생각보다 많이 즐길 수 있는 게 많잖아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
